"FullName","Length","LastWriteTime","Attributes"
"C:\tac-portal\app\(protected)\manifests\create\page.tsx","1099","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\app\(protected)\manifests\[id]\page.tsx","164","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\cleanup\_notes",,"1/22/2026 9:32:02 AM","Directory"
"C:\tac-portal\cleanup\_quarantine",,"1/22/2026 9:32:02 AM","Directory"
"C:\tac-portal\cleanup\_reports",,"1/22/2026 9:32:17 AM","Directory"
"C:\tac-portal\cleanup\_scripts",,"1/22/2026 9:32:02 AM","Directory"
"C:\tac-portal\cleanup\_reports\project-inventory.csv","8192","1/22/2026 9:32:22 AM","Archive"
"C:\tac-portal\cleanup\_reports\project-tree.folders.txt","154110","1/22/2026 9:32:19 AM","Archive"
"C:\tac-portal\cleanup\_reports\project-tree.full.txt","2311757","1/22/2026 9:32:20 AM","Archive"
"C:\tac-portal\components\auth",,"1/18/2026 10:17:47 AM","Directory"
"C:\tac-portal\components\crud",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\customers",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\dashboard",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\dev",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\domain",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\error",,"1/22/2026 6:01:07 AM","Directory"
"C:\tac-portal\components\finance",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\landing-new",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\layout",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\management",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\manifests",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\optics",,"1/18/2026 12:39:28 AM","Directory"
"C:\tac-portal\components\scanning",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\shipments",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\shipping",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\ui",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\components\magnified-bento.tsx","11866","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\components\theme-provider.tsx","1780","1/18/2026 1:43:58 PM","Archive"
"C:\tac-portal\components\theme-toggle.tsx","1476","1/18/2026 3:57:35 AM","Archive"
"C:\tac-portal\components\auth\LoginPage.tsx","15769","1/18/2026 10:27:40 AM","Archive"
"C:\tac-portal\components\crud\CrudDeleteDialog.tsx","2278","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\crud\CrudRowActions.tsx","2385","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\crud\CrudTable.tsx","9857","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\crud\CrudUpsertDialog.tsx","4166","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\crud\index.ts","406","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\customers\customers.columns.tsx","4832","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\dashboard\charts",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\components\dashboard\Charts.tsx","1035","1/18/2026 11:02:56 AM","Archive"
"C:\tac-portal\components\dashboard\KPIGrid.tsx","8053","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\dashboard\QuickActions.tsx","2552","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\dashboard\RecentActivity.tsx","4339","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\dashboard\charts\FleetStatusChart.tsx","3246","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\dashboard\charts\ShipmentTrendChart.tsx","6143","1/18/2026 11:02:13 AM","Archive"
"C:\tac-portal\components\dashboard\charts\StatusDistributionChart.tsx","5794","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\dev\SentryTestButton.tsx","5998","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\CommandPalette.tsx","6716","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\CustomerDetails.tsx","11167","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\ExceptionDetails.tsx","10121","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\index.ts","319","1/17/2026 11:49:39 AM","Archive"
"C:\tac-portal\components\domain\KPICard.tsx","2221","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\LabelGenerator.tsx","15709","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\domain\LabelPreviewDialog.tsx","7446","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\domain\LabelTemplateManager.tsx","12265","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\domain\NotesPanel.tsx","15989","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\domain\NotificationBell.tsx","11577","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\domain\ShipmentCard.tsx","6321","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\ShippingLabel.tsx","5053","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\StatusBadge.tsx","2884","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\domain\TrackingTimeline.tsx","4978","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\error\AppErrorBoundary.tsx","4882","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\components\finance\CreateInvoiceForm.tsx","427","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\finance\InvoiceDetails.tsx","14717","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\finance\invoices.columns.tsx","5201","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\components\finance\MultiStepCreateInvoice.tsx","60936","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\landing-new\about.tsx","138","1/18/2026 9:51:32 AM","Archive"
"C:\tac-portal\components\landing-new\contact-section.tsx","9849","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\landing-new\core-competencies.tsx","4107","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\landing-new\footer.tsx","3701","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\landing-new\hero-section.tsx","5834","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\landing-new\navbar.tsx","7098","1/18/2026 10:39:06 AM","Archive"
"C:\tac-portal\components\landing-new\operational-logic.tsx","5841","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\landing-new\stats-cta.tsx","4454","1/18/2026 10:40:08 AM","Archive"
"C:\tac-portal\components\landing-new\tac-bot.tsx","13677","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\landing-new\tracking-dialog.tsx","4552","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\landing-new\tracking-section.tsx","11949","1/18/2026 10:44:21 AM","Archive"
"C:\tac-portal\components\landing-new\trusted-by.tsx","2823","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\layout\Header.tsx","1749","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\layout\Sidebar.tsx","7553","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\management\staff.columns.tsx","4575","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\manifests\CreateManifestForm.tsx","13162","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\components\manifests\CreateManifestModal.tsx","4198","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\manifests\ManifestActionFooter.tsx","3280","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\manifests\ManifestConfigPanel.tsx","9332","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\components\manifests\ManifestDetails.tsx","8718","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\manifests\ManifestList.tsx","5390","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\manifests\ManifestPrintView.tsx","6111","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\manifests\ManifestShipmentPanel.tsx","9009","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\optics\button.jsx","6707","1/18/2026 12:39:28 AM","Archive"
"C:\tac-portal\components\scanning\BarcodeScanner.tsx","7472","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\shipments\CreateShipmentForm.tsx","10148","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\shipments\ShipmentDetails.tsx","8156","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\shipments\shipments.columns.tsx","4923","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\shipping\shipping-label.css","5971","1/20/2026 2:58:56 PM","Archive"
"C:\tac-portal\components\shipping\ShippingLabel.tsx","7429","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\ui\alert-dialog.tsx","4928","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\animated-counter.tsx","2787","1/18/2026 10:24:25 AM","Archive"
"C:\tac-portal\components\ui\animated-theme-toggler.tsx","4367","1/17/2026 11:56:55 PM","Archive"
"C:\tac-portal\components\ui\apple-cards-carousel.tsx","11166","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\ui\avatar.tsx","1561","1/18/2026 8:39:21 AM","Archive"
"C:\tac-portal\components\ui\badge.tsx","1483","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\bento-grid-01.tsx","4691","1/18/2026 3:08:12 AM","Archive"
"C:\tac-portal\components\ui\bento-grid.tsx","2935","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\ui\button.tsx","1973","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\ui\card.tsx","1972","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\carousel.tsx","7582","1/18/2026 3:07:30 AM","Archive"
"C:\tac-portal\components\ui\chart.tsx","10529","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\checkbox.tsx","1162","1/18/2026 10:22:08 AM","Archive"
"C:\tac-portal\components\ui\command.tsx","4251","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\CyberComponents.tsx","3893","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\data-table.tsx","8215","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\dialog.tsx","3928","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\dropdown-menu.tsx","6906","1/18/2026 1:43:58 PM","Archive"
"C:\tac-portal\components\ui\empty-state.tsx","4069","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\ui\error-boundary.tsx","4745","1/18/2026 10:12:52 AM","Archive"
"C:\tac-portal\components\ui\flight-card-1.tsx","8676","1/18/2026 10:39:37 AM","Archive"
"C:\tac-portal\components\ui\fluid-expanding-grid.tsx","8433","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\components\ui\form.tsx","4639","1/18/2026 8:39:33 AM","Archive"
"C:\tac-portal\components\ui\index.ts","1265","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\ui\input.tsx","765","1/18/2026 5:46:03 AM","Archive"
"C:\tac-portal\components\ui\label.tsx","772","1/18/2026 8:39:32 AM","Archive"
"C:\tac-portal\components\ui\loading-carousel.tsx","7571","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\Modal.tsx","2139","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\page-transition.tsx","2596","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\ui\qr-code.tsx","2296","1/18/2026 3:07:57 AM","Archive"
"C:\tac-portal\components\ui\rich-text-editor.tsx","19432","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\scroll-area.tsx","1814","1/18/2026 8:39:18 AM","Archive"
"C:\tac-portal\components\ui\select.tsx","6107","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\separator.tsx","892","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\components\ui\sheet.tsx","4977","1/18/2026 1:43:58 PM","Archive"
"C:\tac-portal\components\ui\skeleton.tsx","5610","1/18/2026 10:12:54 AM","Archive"
"C:\tac-portal\components\ui\table.tsx","3122","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\tabs.tsx","3947","1/18/2026 3:07:18 AM","Archive"
"C:\tac-portal\components\ui\textarea.tsx","735","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\tooltip.tsx","1319","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\components\ui\tracker-card.tsx","5215","1/18/2026 10:40:05 AM","Archive"
"C:\tac-portal\components\ui\vertical-tabs.tsx","12898","1/18/2026 10:28:29 AM","Archive"
"C:\tac-portal\config\features.ts","1978","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\01-CSS-Audit-Summary.md","1511","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\02-Theme-Packs.md","682","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\03-Status-Tokens.md","681","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\04-Badge-Variants.md","477","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\05-Fonts-Guide.md","570","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\06-Token-Migration-Guide.md","821","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\07-Status-System-Spec.md","495","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\08-Refactor-Checklist-Top-10-Files.md","5734","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\09-CSS-Enforcement-CI-Rules.md","4533","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\10-Enterprise-Theme-Debug-Checklist.md","3912","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\CSS-Docs\TAC-Cargo-CSS-Docs-v5\README.md","352","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\dist\assets",,"1/22/2026 8:19:08 AM","Directory"
"C:\tac-portal\dist\air-cargo.png","6669263","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\dist\drone-illustration.png","462929","1/18/2026 2:52:02 AM","Archive"
"C:\tac-portal\dist\express-air-cargo.png","11079190","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\dist\express-pick-drop.png","6878154","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\dist\express-surface-cargo.png","10482883","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\dist\index.html","3506","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\network-illustration.png","647601","1/18/2026 2:51:49 AM","Archive"
"C:\tac-portal\dist\pick-n-drop.png","8930017","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\dist\plane-label.svg","1055","1/18/2026 6:37:14 AM","Archive"
"C:\tac-portal\dist\surface-cargo.png","6949730","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\dist\tac-hero-bg.jpeg","7778190","1/3/2026 7:14:27 AM","Archive"
"C:\tac-portal\dist\truck-illustration.png","541780","1/18/2026 2:51:34 AM","Archive"
"C:\tac-portal\dist\truck-label.svg","1218","1/18/2026 6:36:13 AM","Archive"
"C:\tac-portal\dist\warehouse-illustration.png","565037","1/18/2026 2:51:20 AM","Archive"
"C:\tac-portal\dist\assets\generated",,"1/22/2026 8:19:03 AM","Directory"
"C:\tac-portal\dist\assets\Analytics-7o8bJzaS.js","5736","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\card-B-jNiikn.js","1119","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\CreateManifestModal-CJy9a_Sj.js","19397","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\CrudRowActions-BPXdcuc9.js","10343","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\CrudUpsertDialog-BDTrRqhc.js","2773","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Customers-B-bSA84i.js","8054","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Dashboard-U_ZAxYg8.js","16959","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\data-table-FQbf1lK1.js","4213","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\design-tokens-B2mjI1RS.js","471","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\DevUIKit-BzYojU6r.js","9603","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Exceptions-CKupKOtX.js","6110","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\feedback-d6oSJL6-.js","1018","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Finance-DKS85B3i.js","591200","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\index-0f0x3pAE.js","54149","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\index-BAy6B0-t.css","168289","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\index-Uauqkqh6.js","919250","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\input-DMlVz98M.js","542","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Inventory-DGDsL2Cn.js","4614","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\KPICard-C6jNM7zE.js","1552","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\label-mTPhajnC.js","986","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Landing-DfAyCmKl.js","173845","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\logger-Dl2Ph1u0.js","508","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Management-u7cT5R_G.js","8450","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Manifests-ChO0NbAQ.js","3850","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Modal-BVJLml3f.js","1396","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Notifications-BjxCLbwr.js","6902","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\page-C9ehUBWH.js","923","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\PrintLabel-AHrnd_PT.css","4025","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\PrintLabel-CAqfLuc6.js","886198","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\PublicTracking-W0qwqcer.js","8293","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Scanning-DRj94zZN.js","406351","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\select-y7zVEB5J.js","2605","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Settings-DjiZRGiE.js","6130","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Shipments-ikriHNmo.js","440726","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\StatusBadge-DRd7R92n.js","1711","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\table-apqZGR6z.js","1581","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\Tracking-Dce0l_uE.js","12013","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\tracking-dialog-kI4OthpB.js","22089","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\useCustomers-DtxWs1yN.js","1857","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\useExceptions-CrKKD1dA.js","1684","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\useManifests-3L2g68hr.js","2313","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\useRealtime-CVX19jmh.js","2162","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\useTrackingEvents-DrctbWWb.js","795","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\vendor-charts-POgndbGy.js","420867","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\vendor-data-Cf2Cy865.js","124762","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\vendor-react-DudV37Gg.js","35956","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\vendor-ui-BBam_8Yy.js","161540","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\vendor-utils-B2JLLxNU.js","23139","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\zod-CbsH-Lrk.js","1069","1/22/2026 8:19:08 AM","Archive"
"C:\tac-portal\dist\assets\generated\air-freight-cyber.png","643608","1/18/2026 9:25:10 AM","Archive"
"C:\tac-portal\dist\assets\generated\eco-delivery-cyber.png","632270","1/18/2026 9:25:44 AM","Archive"
"C:\tac-portal\dist\assets\generated\ground-logistics-cyber.png","673304","1/18/2026 9:26:03 AM","Archive"
"C:\tac-portal\dist\assets\generated\secure-packaging-cyber.png","703912","1/18/2026 9:25:27 AM","Archive"
"C:\tac-portal\docs\tasks",,"1/20/2026 4:28:21 AM","Directory"
"C:\tac-portal\docs\API_REFERENCE.md","24018","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\docs\CODEGEN_CODE_REVIEW_PROMPT.md","14131","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\docs\CRUD-implementation.md","21163","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\docs\CSS_COLOR_AUDIT.md","8970","1/20/2026 1:53:13 AM","Archive"
"C:\tac-portal\docs\DEPENDENCY_SECURITY_POLICY.md","6217","1/22/2026 6:10:10 AM","Archive"
"C:\tac-portal\docs\DEVELOPMENT_GUIDE.md","13802","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\docs\ENTERPRISE_PLATFORM_PRD.md","48463","1/17/2026 11:10:27 AM","Archive"
"C:\tac-portal\docs\FULL_CODEBASE_REVIEW.md","4220","1/22/2026 6:01:07 AM","Archive"
